bsc,cell,max_intensity,max_congestion,max_avail_tch_mean
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
DBE42,DHMRPL0B,0.48,0.0,13.02
